onset	duration	stimulus	product	pleasantness
19.182	2	warning_star	n/a	n/a
21.192	7.522	taste_and_swallow_fc_ole	fc_ole	3
28.715	22.5	judge_fc_ole	fc_ole	3
51.215	1.289	rate_fc_ole	fc_ole	3
55.352	29.14	rinse	n/a	n/a
84.501	2	warning_star	n/a	n/a
86.512	7.522	taste_and_swallow_fc_cap	fc_cap	5
94.034	22.5	judge_fc_cap	fc_cap	5
116.534	0.786	rate_fc_cap	fc_cap	5
120.152	29.14	rinse	n/a	n/a
149.285	2	warning_star	n/a	n/a
151.295	7.522	taste_and_swallow_fc_peg	fc_peg	1
158.834	22.5	judge_fc_peg	fc_peg	1
181.334	1.59	rate_fc_peg	fc_peg	1
185.773	29.14	rinse	n/a	n/a
214.922	2	warning_star	n/a	n/a
216.933	7.522	taste_and_swallow_fm_van	fm_van	2
224.472	22.5	judge_fm_van	fm_van	2
246.972	1.121	rate_fm_van	fm_van	2
250.959	25	rinse	n/a	n/a
295.135	2	warning_star	n/a	n/a
297.145	7.522	taste_and_swallow_fm_apr	fm_apr	1
304.667	22.5	judge_fm_apr	fm_apr	1
327.167	1.792	rate_fm_apr	fm_apr	1
331.808	29.14	rinse	n/a	n/a
360.99	2	warning_star	n/a	n/a
363.001	7.522	taste_and_swallow_fm_neu	fm_neu	1
370.524	22.5	judge_fm_neu	fm_neu	1
393.024	1.74	rate_fm_neu	fm_neu	1
397.612	29.14	rinse	n/a	n/a
426.762	2	warning_star	n/a	n/a
428.772	7.522	taste_and_swallow_fc_peg	fc_peg	1
436.295	22.5	judge_fc_peg	fc_peg	1
458.795	1.741	rate_fc_peg	fc_peg	1
463.4	29.14	rinse	n/a	n/a
492.55	2	warning_star	n/a	n/a
494.561	7.522	taste_and_swallow_fm_neu	fm_neu	1
502.083	22.5	judge_fm_neu	fm_neu	1
524.583	1.976	rate_fm_neu	fm_neu	1
529.424	25	rinse	n/a	n/a
573.584	2	warning_star	n/a	n/a
575.594	7.522	taste_and_swallow_fc_cap	fc_cap	5
583.116	22.5	judge_fc_cap	fc_cap	5
605.616	0.737	rate_fc_cap	fc_cap	5
609.201	29.14	rinse	n/a	n/a
638.334	2	warning_star	n/a	n/a
640.344	7.522	taste_and_swallow_fm_apr	fm_apr	2
647.866	22.5	judge_fm_apr	fm_apr	2
670.366	1.356	rate_fm_apr	fm_apr	2
674.571	29.14	rinse	n/a	n/a
703.703	2	warning_star	n/a	n/a
705.714	7.522	taste_and_swallow_fc_ole	fc_ole	2
713.236	22.5	judge_fc_ole	fc_ole	2
735.736	1.222	rate_fc_ole	fc_ole	2
739.79	29.14	rinse	n/a	n/a
768.939	2	warning_star	n/a	n/a
770.949	7.522	taste_and_swallow_fm_van	fm_van	1
778.471	22.5	judge_fm_van	fm_van	1
800.971	1.876	rate_fm_van	fm_van	1
805.712	25	rinse	n/a	n/a
